nameOfIssuer	titleOfClass	cusip	value	sshPrnamt	sshPrnamtType	investmentDiscretion	Sole	Shared	None	otherManager	putCall
MCDONALDS CORP	COM	580135101	69160	568191	SH	SOLE	568191	0	0	n/a	n/a
MCDONALDS CORP	COM	580135101	54624	448768	SH	SOLE	0	0	448768	2	n/a
MCEWEN MNG INC	COM	58039P107	92	31501	SH	SOLE	31501	0	0	n/a	n/a
MCGRATH RENTCORP	COM	580589109	485	12374	SH	SOLE	12374	0	0	n/a	n/a
MCKESSON CORP	COM	58155Q103	89166	634859	SH	SOLE	634859	0	0	n/a	n/a
MCKESSON CORP	COM	58155Q103	19750	140619	SH	SOLE	19500	0	121119	2	n/a
MDC PARTNERS INC	CL A SUB VTG	552697104	119	18185	SH	SOLE	18185	0	0	n/a	n/a
MDU RES GROUP INC	COM	552690109	15352	533618	SH	SOLE	533618	0	0	n/a	n/a
MDU RES GROUP INC	COM	552690109	242	8400	SH	SOLE	0	0	8400	2	n/a
MEAD JOHNSON NUTRITION CO	COM	582839106	131099	1852728	SH	SOLE	1852728	0	0	n/a	n/a
MEAD JOHNSON NUTRITION CO	COM	582839106	6664	94172	SH	SOLE	0	0	94172	2	n/a
MEDEQUITIES RLTY TR INC	COM	58409L306	90	8137	SH	SOLE	8137	0	0	n/a	n/a
MEDIA GEN INC NEW	COM	58441K100	1086	57677	SH	SOLE	57677	0	0	n/a	n/a
MEDICAL PPTYS TRUST INC	COM	58463J304	4511	366767	SH	SOLE	366767	0	0	n/a	n/a
MEDICINES CO	COM	584688105	1258	37079	SH	SOLE	37079	0	0	n/a	n/a
MEDICINOVA INC	COM NEW	58468P206	95	15742	SH	SOLE	15742	0	0	n/a	n/a
MEDIDATA SOLUTIONS INC	COM	58471A105	3599	72466	SH	SOLE	72466	0	0	n/a	n/a
MEDIFAST INC	COM	58470H101	246	5918	SH	SOLE	5918	0	0	n/a	n/a
MEDLEY MGMT INC	CL A COM	58503T106	14	1457	SH	SOLE	1457	0	0	n/a	n/a
MEDNAX INC	COM	58502B106	3684	55273	SH	SOLE	55273	0	0	n/a	n/a
MEDPACE HLDGS INC	COM	58506Q109	1305	36167	SH	SOLE	36167	0	0	n/a	n/a
MEDTRONIC PLC	SHS	G5960L103	916	12864	SH	OTR	0	12864	0	n/a	n/a
MEDTRONIC PLC	SHS	G5960L103	325081	4563816	SH	SOLE	4563816	0	0	n/a	n/a
MEDTRONIC PLC	SHS	G5960L103	48241	677251	SH	SOLE	0	0	677251	2	n/a
MEETME INC	COM	585141104	115	23392	SH	SOLE	23392	0	0	n/a	n/a
MEI PHARMA INC	COM NEW	55279B202	12	8459	SH	SOLE	8459	0	0	n/a	n/a
MELCO CROWN ENTMT LTD	ADR	585464100	1460	91794	SH	SOLE	91794	0	0	n/a	n/a
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	586	14329	SH	OTR	0	14329	0	n/a	n/a
MENTOR GRAPHICS CORP	COM	587200106	2110	57197	SH	SOLE	57197	0	0	n/a	n/a
MENTOR GRAPHICS CORP	COM	587200106	249	6760	SH	SOLE	0	0	6760	2	n/a
MERCADOLIBRE INC	COM	58733R102	14874	95262	SH	SOLE	95262	0	0	n/a	n/a
MERCADOLIBRE INC	COM	58733R102	4749	30418	SH	SOLE	0	0	30418	2	n/a
MERCANTILE BANK CORP	COM	587376104	347	9198	SH	SOLE	9198	0	0	n/a	n/a
MERCER INTL INC	COM	588056101	66	6229	SH	SOLE	6229	0	0	n/a	n/a
MERCHANTS BANCSHARES	COM	588448100	189	3493	SH	SOLE	3493	0	0	n/a	n/a
MERCK & CO INC	COM	58933Y105	1858	31566	SH	OTR	0	31566	0	n/a	n/a
MERCK & CO INC	COM	58933Y105	734310	12473411	SH	SOLE	12473411	0	0	n/a	n/a
MERCK & CO INC	COM	58933Y105	84580	1436728	SH	SOLE	83518	0	1353210	2	n/a
MERCURY GENL CORP NEW	COM	589400100	334	5555	SH	SOLE	5555	0	0	n/a	n/a
MERCURY SYS INC	COM	589378108	623	20624	SH	SOLE	20624	0	0	n/a	n/a
MEREDITH CORP	COM	589433101	1337	22600	SH	SOLE	22600	0	0	n/a	n/a
MERIDIAN BANCORP INC MD	COM	58958U103	531	28117	SH	SOLE	28117	0	0	n/a	n/a
MERIDIAN BIOSCIENCE INC	COM	589584101	401	22653	SH	SOLE	22653	0	0	n/a	n/a
MERIT MED SYS INC	COM	589889104	25714	970343	SH	SOLE	970343	0	0	n/a	n/a
MERIT MED SYS INC	COM	589889104	570	21510	SH	SOLE	0	0	21510	2	n/a
MERITAGE HOMES CORP	COM	59001A102	701	20132	SH	SOLE	20132	0	0	n/a	n/a
MERITOR INC	COM	59001K100	540	43485	SH	SOLE	43485	0	0	n/a	n/a
MERRIMACK PHARMACEUTICALS IN	COM	590328100	1144	280279	SH	SOLE	280279	0	0	n/a	n/a
MESA LABS INC	COM	59064R109	202	1648	SH	SOLE	1648	0	0	n/a	n/a
META FINL GROUP INC	COM	59100U108	468	4551	SH	SOLE	4551	0	0	n/a	n/a
METABOLIX INC	COM NEW	591018882	1	2331	SH	SOLE	2331	0	0	n/a	n/a
METALDYNE PERFORMANCE GROUP	COM	59116R107	125	5464	SH	SOLE	5464	0	0	n/a	n/a
METHANEX CORP	COM	59151K108	11362	259400	SH	SOLE	259400	0	0	n/a	n/a
METHANEX CORP	COM	59151K108	465	10620	SH	SOLE	0	0	10620	2	n/a
METHODE ELECTRS INC	COM	591520200	800	19348	SH	SOLE	19348	0	0	n/a	n/a
METLIFE INC	COM	59156R108	2587	48000	SH	OTR	0	48000	0	n/a	n/a
METLIFE INC	COM	59156R108	376226	6981378	SH	SOLE	6981378	0	0	n/a	n/a
METLIFE INC	COM	59156R108	19571	363171	SH	SOLE	0	0	363171	2	n/a
METTLER TOLEDO INTERNATIONAL	COM	592688105	4949	11823	SH	SOLE	11823	0	0	n/a	n/a
METTLER TOLEDO INTERNATIONAL	COM	592688105	9415	22494	SH	SOLE	0	0	22494	2	n/a
MFA FINL INC	COM	55272X102	1635	214329	SH	SOLE	214329	0	0	n/a	n/a
MFRI INC	COM	552721102	16	1937	SH	SOLE	1937	0	0	n/a	n/a
MFS MULTIMARKET INCOME TR	SH BEN INT	552737108	767	126569	SH	SOLE	126569	0	0	n/a	n/a
MGE ENERGY INC	COM	55277P104	1223	18727	SH	SOLE	18727	0	0	n/a	n/a
MGIC INVT CORP WIS	COM	552848103	1886	185112	SH	SOLE	185112	0	0	n/a	n/a
MGM RESORTS INTERNATIONAL	COM	552953101	8181	283763	SH	SOLE	283763	0	0	n/a	n/a
MGM RESORTS INTERNATIONAL	COM	552953101	6859	237914	SH	SOLE	0	0	237914	2	n/a
MGP INGREDIENTS INC NEW	COM	55303J106	334	6681	SH	SOLE	6681	0	0	n/a	n/a
MICHAEL KORS HLDGS LTD	SHS	G60754101	1065	24789	SH	OTR	0	24789	0	n/a	n/a
MICHAEL KORS HLDGS LTD	SHS	G60754101	92763	2158282	SH	SOLE	2158282	0	0	n/a	n/a
MICHAEL KORS HLDGS LTD	SHS	G60754101	5812	135231	SH	SOLE	0	0	135231	2	n/a
MICHAELS COS INC	COM	59408Q106	1150	56214	SH	SOLE	56214	0	0	n/a	n/a
MICROBOT MED INC	COM	59503A105	1	245	SH	SOLE	245	0	0	n/a	n/a
MICROCHIP TECHNOLOGY INC	COM	595017104	6074	94690	SH	SOLE	94690	0	0	n/a	n/a
MICROCHIP TECHNOLOGY INC	COM	595017104	6652	103691	SH	SOLE	0	0	103691	2	n/a
MICROCHIP TECHNOLOGY INC	SDCV 2.125%12/1	595017AB0	470	175000	PRN	SOLE	175000	0	0	n/a	n/a
MICRON TECHNOLOGY INC	COM	595112103	21641	987255	SH	SOLE	987255	0	0	n/a	n/a
MICRON TECHNOLOGY INC	COM	595112103	9589	437467	SH	SOLE	0	0	437467	2	n/a
MICRON TECHNOLOGY INC	OPTIONS	595112103	6357	290000	SH	SOLE	290000	0	0	n/a	Put
MICRON TECHNOLOGY INC	NOTE 3.000%11/1	595112AY9	19920	20058000	PRN	SOLE	20058000	0	0	n/a	n/a
MICROSEMI CORP	COM	595137100	20879	386861	SH	SOLE	386861	0	0	n/a	n/a
MICROSOFT CORP	COM	594918104	1868	30061	SH	OTR	0	30061	0	n/a	n/a
MICROSOFT CORP	COM	594918104	1163828	18729123	SH	SOLE	18643214	0	85909	n/a	n/a
MICROSOFT CORP	COM	594918104	228899	3683598	SH	SOLE	43766	0	3639832	2	n/a
MICROSTRATEGY INC	CL A NEW	594972408	6126	31034	SH	SOLE	31034	0	0	n/a	n/a
MICROVISION INC DEL	COM NEW	594960304	14	10983	SH	SOLE	10983	0	0	n/a	n/a
MID AMER APT CMNTYS INC	COM	59522J103	13180	134604	SH	SOLE	134604	0	0	n/a	n/a
MID AMER APT CMNTYS INC	COM	59522J103	8002	81719	SH	SOLE	0	0	81719	2	n/a
MIDDLEBURG FINANCIAL CORP	COM	596094102	70	2020	SH	SOLE	2020	0	0	n/a	n/a
MIDDLEBY CORP	COM	596278101	4474	34736	SH	SOLE	34736	0	0	n/a	n/a
MIDDLEBY CORP	COM	596278101	5086	39482	SH	SOLE	0	0	39482	2	n/a
MIDDLESEX WATER CO	COM	596680108	357	8307	SH	SOLE	8307	0	0	n/a	n/a
MIDLAND STS BANCORP INC ILL	COM	597742105	49	1360	SH	SOLE	1360	0	0	n/a	n/a
MIDSOUTH BANCORP INC	COM	598039105	28	2061	SH	SOLE	2061	0	0	n/a	n/a
MIDSTATES PETE CO INC	COM PAR	59804T407	152	7337	SH	SOLE	0	0	7337	n/a	n/a
MIDWESTONE FINL GROUP INC NE	COM	598511103	182	4846	SH	SOLE	4846	0	0	n/a	n/a
MILACRON HLDGS CORP	COM	59870L106	98	5253	SH	SOLE	5253	0	0	n/a	n/a
MILLER HERMAN INC	COM	600544100	1092	31944	SH	SOLE	31944	0	0	n/a	n/a
MILLER INDS INC TENN	COM NEW	600551204	170	6431	SH	SOLE	6431	0	0	n/a	n/a
MIMEDX GROUP INC	COM	602496101	615	69412	SH	SOLE	69412	0	0	n/a	n/a
MINDBODY INC	COM CL A	60255W105	110	5183	SH	SOLE	5183	0	0	n/a	n/a
MINERALS TECHNOLOGIES INC	COM	603158106	1441	18658	SH	SOLE	18658	0	0	n/a	n/a
MINERVA NEUROSCIENCES INC	COM	603380106	113	9640	SH	SOLE	9640	0	0	n/a	n/a
MIRATI THERAPEUTICS INC	COM	60468T105	39	8163	SH	SOLE	8163	0	0	n/a	n/a
MISTRAS GROUP INC	COM	60649T107	237	9232	SH	SOLE	9232	0	0	n/a	n/a
MITCHAM INDS INC	COM	606501104	17	4047	SH	SOLE	4047	0	0	n/a	n/a
MITEK SYS INC	COM NEW	606710200	527	85649	SH	SOLE	85649	0	0	n/a	n/a
MITSUBISHI UFJ FINL GROUP IN	SPONSORED ADR	606822104	1544	250681	SH	SOLE	250681	0	0	n/a	n/a
MKS INSTRUMENT INC	COM	55306N104	1670	28121	SH	SOLE	28121	0	0	n/a	n/a
MOBILE MINI INC	COM	60740F105	708	23408	SH	SOLE	23408	0	0	n/a	n/a
MOBILE TELESYSTEMS PJSC	SPONSORED ADR	607409109	3350	367751	SH	SOLE	367751	0	0	n/a	n/a
MOBILEIRON INC	COM NEW	60739U204	152	40632	SH	SOLE	40632	0	0	n/a	n/a
MOBILEYE N V AMSTELVEEN	ORD SHS	N51488117	2741	71894	SH	SOLE	71894	0	0	n/a	n/a
MODEL N INC	COM	607525102	106	11966	SH	SOLE	11966	0	0	n/a	n/a
MODINE MFG CO	COM	607828100	381	25581	SH	SOLE	25581	0	0	n/a	n/a
MODUSLINK GLOBAL SOLUTIONS I	COM NEW	60786L206	14	9568	SH	SOLE	9568	0	0	n/a	n/a
MOELIS & CO	CL A	60786M105	428	12629	SH	SOLE	12629	0	0	n/a	n/a
MOHAWK INDS INC	COM	608190104	74737	374284	SH	SOLE	374284	0	0	n/a	n/a
MOHAWK INDS INC	COM	608190104	8159	40861	SH	SOLE	0	0	40861	2	n/a
MOLINA HEALTHCARE INC	COM	60855R100	1243	22914	SH	SOLE	22914	0	0	n/a	n/a
MOLSON COORS BREWING CO	CL B	60871R209	19431	199685	SH	SOLE	199685	0	0	n/a	n/a
MOLSON COORS BREWING CO	CL B	60871R209	12218	125558	SH	SOLE	0	0	125558	2	n/a
MOMENTA PHARMACEUTICALS INC	COM	60877T100	509	33815	SH	SOLE	33815	0	0	n/a	n/a
MONARCH CASINO & RESORT INC	COM	609027107	153	5938	SH	SOLE	5938	0	0	n/a	n/a
MONDELEZ INTL INC	CL A	609207105	381	8603	SH	OTR	0	8603	0	n/a	n/a
MONDELEZ INTL INC	CL A	609207105	169042	3813260	SH	SOLE	3813260	0	0	n/a	n/a
MONDELEZ INTL INC	CL A	609207105	35381	798136	SH	SOLE	10720	0	787416	2	n/a
MONEYGRAM INTL INC	COM NEW	60935Y208	193	16376	SH	SOLE	16376	0	0	n/a	n/a
MONMOUTH REAL ESTATE INVT CO	CL A	609720107	1319	86576	SH	SOLE	86576	0	0	n/a	n/a
MONOGRAM RESIDENTIAL TR INC	COM	60979P105	2071	191451	SH	SOLE	191451	0	0	n/a	n/a
MONOLITHIC PWR SYS INC	COM	609839105	18503	225845	SH	SOLE	225845	0	0	n/a	n/a
MONOTYPE IMAGING HOLDINGS IN	COM	61022P100	425	21426	SH	SOLE	21426	0	0	n/a	n/a
MONRO MUFFLER BRAKE INC	COM	610236101	6635	116001	SH	SOLE	116001	0	0	n/a	n/a
MONSANTO CO NEW	COM	61166W101	21	200	SH	OTR	200	0	0	n/a	n/a
MONSANTO CO NEW	COM	61166W101	57841	549765	SH	SOLE	547991	0	1774	n/a	n/a
MONSANTO CO NEW	COM	61166W101	23761	225845	SH	SOLE	0	0	225845	2	n/a
MONSANTO CO NEW	OPTIONS	61166W101	379	3600	SH	OTR	3600	0	0	n/a	Call
MONSTER BEVERAGE CORP NEW	COM	61174X109	9452	213179	SH	SOLE	213179	0	0	n/a	n/a
MOODYS CORP	COM	615369105	7145	75797	SH	SOLE	75797	0	0	n/a	n/a
MOODYS CORP	COM	615369105	14023	148754	SH	SOLE	70949	0	77805	2	n/a
MOOG INC	CL A	615394202	1164	17724	SH	SOLE	17724	0	0	n/a	n/a
MORGAN STANLEY	COM NEW	617446448	2734	64714	SH	OTR	0	64714	0	n/a	n/a
MORGAN STANLEY	COM NEW	617446448	664717	15732948	SH	SOLE	15732948	0	0	n/a	n/a
MORGAN STANLEY	COM NEW	617446448	23056	545700	SH	SOLE	0	0	545700	2	n/a
MORGAN STANLEY CHINA A SH FD	COM	617468103	10	606	SH	OTR	606	0	0	n/a	n/a
MORNINGSTAR INC	COM	617700109	788	10715	SH	SOLE	10715	0	0	n/a	n/a
MOSAIC CO NEW	COM	61945C103	28571	974117	SH	SOLE	974117	0	0	n/a	n/a
MOSAIC CO NEW	COM	61945C103	5558	189488	SH	SOLE	0	0	189488	2	n/a
MOSYS INC	COM	619718109	3	14659	SH	SOLE	14659	0	0	n/a	n/a
MOTORCAR PTS AMER INC	COM	620071100	254	9433	SH	SOLE	9433	0	0	n/a	n/a
MOTOROLA SOLUTIONS INC	COM NEW	620076307	204177	2463233	SH	SOLE	2463233	0	0	n/a	n/a
MOTOROLA SOLUTIONS INC	COM NEW	620076307	6914	83413	SH	SOLE	0	0	83413	2	n/a
MOVADO GROUP INC	COM	624580106	236	8214	SH	SOLE	8214	0	0	n/a	n/a
MPLX LP	COM UNIT REP LTD	55336V100	44054	1272505	SH	SOLE	1272505	0	0	n/a	n/a
MRC GLOBAL INC	COM	55345K103	2742	135351	SH	SOLE	135351	0	0	n/a	n/a
MSA SAFETY INC	COM	553498106	1160	16733	SH	SOLE	16733	0	0	n/a	n/a
MSC INDL DIRECT INC	CL A	553530106	15433	167044	SH	SOLE	167044	0	0	n/a	n/a
MSC INDL DIRECT INC	CL A	553530106	425	4600	SH	SOLE	0	0	4600	2	n/a
MSCI INC	COM	55354G100	5198	65984	SH	SOLE	65984	0	0	n/a	n/a
MSG NETWORK INC	CL A	553573106	693	32224	SH	SOLE	32224	0	0	n/a	n/a
MTGE INVT CORP	COM	55378A105	376	23954	SH	SOLE	23954	0	0	n/a	n/a
MTS SYS CORP	COM	553777103	8407	148271	SH	SOLE	148271	0	0	n/a	n/a
MUELLER INDS INC	COM	624756102	1308	32726	SH	SOLE	32726	0	0	n/a	n/a
MUELLER WTR PRODS INC	COM SER A	624758108	4579	344061	SH	SOLE	344061	0	0	n/a	n/a
MULTI COLOR CORP	COM	625383104	603	7766	SH	SOLE	7766	0	0	n/a	n/a
MULTI PACKAGING SOLUTIONS IN	COM	G6331W109	111	7813	SH	SOLE	7813	0	0	n/a	n/a
MURPHY OIL CORP	COM	626717102	8186	262966	SH	SOLE	262966	0	0	n/a	n/a
MURPHY OIL CORP	COM	626717102	1707	54830	SH	SOLE	0	0	54830	2	n/a
MURPHY USA INC	COM	626755102	9480	154216	SH	SOLE	154216	0	0	n/a	n/a
MURPHY USA INC	COM	626755102	104	1700	SH	SOLE	0	0	1700	2	n/a
MUTUALFIRST FINL INC	COM	62845B104	133	4014	SH	SOLE	4014	0	0	n/a	n/a
MYERS INDS INC	COM	628464109	166	11605	SH	SOLE	11605	0	0	n/a	n/a
MYLAN N V	SHS EURO	N59465109	164115	4301826	SH	SOLE	4301826	0	0	n/a	n/a
MYLAN N V	SHS EURO	N59465109	1072	28100	SH	SOLE	28100	0	0	2	n/a
MYLAN N V	OPTIONS	SBVFMFG88	8202	215000	SH	SOLE	215000	0	0	n/a	Call
MYOKARDIA INC	COM	62857M105	67	5186	SH	SOLE	5186	0	0	n/a	n/a
MYOVANT SCIENCES LTD	COM	G637AM102	7056	567174	SH	SOLE	567174	0	0	n/a	n/a
MYOVANT SCIENCES LTD	COM	G637AM102	240	19268	SH	SOLE	19268	0	0	2	n/a
MYR GROUP INC DEL	COM	55405W104	349	9260	SH	SOLE	9260	0	0	n/a	n/a
MYRIAD GENETICS INC	COM	62855J104	1483	88952	SH	SOLE	88952	0	0	n/a	n/a
NABORS INDUSTRIES LTD	SHS	G6359F103	2668	162698	SH	SOLE	162698	0	0	n/a	n/a
NACCO INDS INC	CL A	629579103	199	2196	SH	SOLE	2196	0	0	n/a	n/a
NANOMETRICS INC	COM	630077105	366	14596	SH	SOLE	14596	0	0	n/a	n/a
NANOSTRING TECHNOLOGIES INC	COM	63009R109	1536	68884	SH	SOLE	68884	0	0	n/a	n/a
NANTHEALTH INC	COM	630104107	25	2502	SH	SOLE	2502	0	0	n/a	n/a
NANTKWEST INC	COM	63016Q102	55	9607	SH	SOLE	9607	0	0	n/a	n/a
NAPCO SEC TECHNOLOGIES INC	COM	630402105	38	4487	SH	SOLE	4487	0	0	n/a	n/a
NASDAQ INC	COM	631103108	73229	1091010	SH	SOLE	1091010	0	0	n/a	n/a
NASDAQ INC	COM	631103108	6301	93881	SH	SOLE	0	0	93881	2	n/a
NATERA INC	COM	632307104	556	47513	SH	SOLE	47513	0	0	n/a	n/a
NATHANS FAMOUS INC NEW	COM	632347100	77	1187	SH	SOLE	1187	0	0	n/a	n/a
NATIONAL BANKSHARES INC VA	COM	634865109	183	4205	SH	SOLE	4205	0	0	n/a	n/a
NATIONAL BEVERAGE CORP	COM	635017106	322	6310	SH	SOLE	6310	0	0	n/a	n/a
NATIONAL BK HLDGS CORP	CL A	633707104	534	16733	SH	SOLE	16733	0	0	n/a	n/a
NATIONAL CINEMEDIA INC	COM	635309107	489	33208	SH	SOLE	33208	0	0	n/a	n/a
NATIONAL COMM CORP	COM	63546L102	111	2992	SH	SOLE	2992	0	0	n/a	n/a
NATIONAL FUEL GAS CO N J	COM	636180101	11188	197521	SH	SOLE	197521	0	0	n/a	n/a
NATIONAL GEN HLDGS CORP	COM	636220303	729	29154	SH	SOLE	29154	0	0	n/a	n/a
NATIONAL HEALTH INVS INC	COM	63633D104	3229	43529	SH	SOLE	43529	0	0	n/a	n/a
NATIONAL HEALTHCARE CORP	COM	635906100	423	5587	SH	SOLE	5587	0	0	n/a	n/a
NATIONAL INSTRS CORP	COM	636518102	16685	541370	SH	SOLE	520656	0	20714	n/a	n/a
NATIONAL INSTRS CORP	COM	636518102	262	8500	SH	SOLE	0	0	8500	2	n/a
NATIONAL OILWELL VARCO INC	COM	637071101	8450	225690	SH	SOLE	225690	0	0	n/a	n/a
NATIONAL OILWELL VARCO INC	COM	637071101	7731	206488	SH	SOLE	0	0	206488	2	n/a
NATIONAL PRESTO INDS INC	COM	637215104	272	2557	SH	SOLE	2557	0	0	n/a	n/a
NATIONAL RESH CORP	CL A	637372202	365	19228	SH	SOLE	19228	0	0	n/a	n/a
NATIONAL RESH CORP	CL B	637372301	11	262	SH	SOLE	262	0	0	n/a	n/a
NATIONAL RETAIL PPTYS INC	COM	637417106	7918	179148	SH	SOLE	179148	0	0	n/a	n/a
NATIONAL RETAIL PPTYS INC	COM	637417106	6007	135899	SH	SOLE	0	0	135899	2	n/a
NATIONAL STORAGE AFFILIATES	COM SHS BEN IN	637870106	4082	184944	SH	SOLE	184944	0	0	n/a	n/a
NATIONAL WESTN LIFE GROUP IN	CL A	638517102	405	1303	SH	SOLE	1303	0	0	n/a	n/a
NATIONSTAR MTG HLDGS INC	COM	63861C109	387	21410	SH	SOLE	21410	0	0	n/a	n/a
NATURAL GAS SERVICES GROUP	COM	63886Q109	208	6472	SH	SOLE	6472	0	0	n/a	n/a
NATURAL GROCERS BY VITAMIN C	COM	63888U108	46	3899	SH	SOLE	3899	0	0	n/a	n/a
NATURAL HEALTH TRENDS CORP	COM PAR $.001	63888P406	283	11382	SH	SOLE	11382	0	0	n/a	n/a
NATURES SUNSHINE PRODUCTS IN	COM	639027101	47	3137	SH	SOLE	3137	0	0	n/a	n/a
NATUS MEDICAL INC DEL	COM	639050103	605	17375	SH	SOLE	17375	0	0	n/a	n/a
NAUTILUS INC	COM	63910B102	320	17274	SH	SOLE	17274	0	0	n/a	n/a
NAVIDEA BIOPHARMACEUTICALS I	COM	63937X103	17	26298	SH	SOLE	26298	0	0	n/a	n/a
NAVIENT CORP	COM	63938C108	2951	179628	SH	SOLE	179628	0	0	n/a	n/a
NAVIENT CORP	COM	63938C108	3144	191343	SH	SOLE	0	0	191343	2	n/a
NAVIGANT CONSULTING INC	COM	63935N107	660	25227	SH	SOLE	25227	0	0	n/a	n/a
NAVIGATORS GROUP INC	COM	638904102	708	6013	SH	SOLE	6013	0	0	n/a	n/a
NAVIOS MARITIME ACQUIS CORP	SHS	Y62159101	55	32479	SH	SOLE	32479	0	0	n/a	n/a
NAVISTAR INTL CORP NEW	COM	63934E108	892	28431	SH	SOLE	28431	0	0	n/a	n/a
NBT BANCORP INC	COM	628778102	6031	144018	SH	SOLE	144018	0	0	n/a	n/a
NCI BUILDING SYS INC	COM NEW	628852204	1934	123580	SH	SOLE	123580	0	0	n/a	n/a
NCI INC	CL A	62886K104	26	1831	SH	SOLE	1831	0	0	n/a	n/a
NCR CORP NEW	COM	62886E108	2955	72865	SH	SOLE	72865	0	0	n/a	n/a
NEENAH PAPER INC	COM	640079109	758	8891	SH	SOLE	8891	0	0	n/a	n/a
NEFF CORP	COM CL A	640094207	870	61732	SH	SOLE	61732	0	0	n/a	n/a
NEKTAR THERAPEUTICS	COM	640268108	2019	164574	SH	SOLE	164574	0	0	n/a	n/a
NELNET INC	CL A	64031N108	531	10454	SH	SOLE	10454	0	0	n/a	n/a
NEOGEN CORP	COM	640491106	2890	43786	SH	SOLE	43786	0	0	n/a	n/a
NEOGENOMICS INC	COM NEW	64049M209	244	28528	SH	SOLE	28528	0	0	n/a	n/a
NEONODE INC	COM NEW	64051M402	24	12904	SH	SOLE	12904	0	0	n/a	n/a
NEOPHOTONICS CORP	COM	64051T100	171	15785	SH	SOLE	15785	0	0	n/a	n/a
NEOS THERAPEUTICS INC	COM	64052L106	23	3896	SH	SOLE	3896	0	0	n/a	n/a
NEOTHETICS INC	COM	64066G101	2	1616	SH	SOLE	1616	0	0	n/a	n/a
NET 1 UEPS TECHNOLOGIES INC	COM NEW	64107N206	1230	107154	SH	SOLE	107154	0	0	n/a	n/a
NETAPP INC	COM	64110D104	2027	57459	SH	OTR	0	57459	0	n/a	n/a
NETAPP INC	COM	64110D104	5629	159587	SH	SOLE	159587	0	0	n/a	n/a
NETAPP INC	COM	64110D104	6030	170967	SH	SOLE	0	0	170967	2	n/a
NETEASE INC	SPONSORED ADR	64110W102	1778	8255	SH	SOLE	8255	0	0	n/a	n/a
NETFLIX INC	COM	64110L106	189007	1526712	SH	SOLE	1526712	0	0	n/a	n/a
NETGEAR INC	COM	64111Q104	4215	77554	SH	SOLE	77554	0	0	n/a	n/a
NETSCOUT SYS INC	COM	64115T104	23031	731157	SH	SOLE	731157	0	0	n/a	n/a
NETSCOUT SYS INC	COM	64115T104	344	10930	SH	SOLE	0	0	10930	2	n/a
NEURALSTEM INC	COM	64127R302	5	17361	SH	SOLE	17361	0	0	n/a	n/a
NEUROCRINE BIOSCIENCES INC	COM	64125C109	23877	616972	SH	SOLE	616972	0	0	n/a	n/a
NEUSTAR INC	CL A	64126X201	438	13105	SH	SOLE	13105	0	0	n/a	n/a
NEVRO CORP	COM	64157F103	933	12841	SH	SOLE	12841	0	0	n/a	n/a
NEW HOME CO INC	COM	645370107	59	5051	SH	SOLE	5051	0	0	n/a	n/a
NEW JERSEY RES	COM	646025106	3657	103001	SH	SOLE	103001	0	0	n/a	n/a
NEW MEDIA INVT GROUP INC	COM	64704V106	652	40798	SH	SOLE	40798	0	0	n/a	n/a
NEW ORIENTAL ED & TECH GRP I	SPON ADR	647581107	4266	101323	SH	SOLE	101323	0	0	n/a	n/a
NEW RELIC INC	COM	64829B100	369	13067	SH	SOLE	13067	0	0	n/a	n/a
NEW RESIDENTIAL INVT CORP	COM NEW	64828T201	2047	130228	SH	SOLE	130228	0	0	n/a	n/a
NEW SR INVT GROUP INC	COM	648691103	978	99894	SH	SOLE	99894	0	0	n/a	n/a
NEW YORK & CO INC	COM	649295102	47	20692	SH	SOLE	20692	0	0	n/a	n/a
NEW YORK CMNTY BANCORP INC	COM	649445103	50364	3165566	SH	SOLE	3165566	0	0	n/a	n/a
NEW YORK CMNTY BANCORP INC	COM	649445103	4466	280694	SH	SOLE	0	0	280694	2	n/a
NEW YORK MTG TR INC	COM PAR $.02	649604501	395	59806	SH	SOLE	59806	0	0	n/a	n/a
NEW YORK REIT INC	COM	64976L109	2016	199237	SH	SOLE	199237	0	0	n/a	n/a
NEW YORK TIMES CO	CL A	650111107	891	66967	SH	SOLE	66967	0	0	n/a	n/a
NEWELL BRANDS INC	COM	651229106	75125	1682521	SH	SOLE	1682521	0	0	n/a	n/a
NEWELL BRANDS INC	COM	651229106	9063	202984	SH	SOLE	0	0	202984	2	n/a
NEWFIELD EXPL CO	COM	651290108	10934	269973	SH	SOLE	269973	0	0	n/a	n/a
NEWFIELD EXPL CO	COM	651290108	4116	101636	SH	SOLE	0	0	101636	2	n/a
NEWLINK GENETICS CORP	COM	651511107	657	63896	SH	SOLE	63896	0	0	n/a	n/a
NEWMARKET CORP	COM	651587107	1952	4606	SH	SOLE	4606	0	0	n/a	n/a
NEWMONT MINING CORP	COM	651639106	11553	339109	SH	SOLE	339109	0	0	n/a	n/a
NEWMONT MINING CORP	COM	651639106	9737	285781	SH	SOLE	0	0	285781	2	n/a
NEWPARK RES INC	COM PAR $.01NEW	651718504	11673	1556460	SH	SOLE	1556460	0	0	n/a	n/a
NEWS CORP NEW	CL A	65249B109	2217	193461	SH	SOLE	193461	0	0	n/a	n/a
NEWS CORP NEW	CL B	65249B208	544	46106	SH	SOLE	46106	0	0	n/a	n/a
